ym,StockCode,Description,user_type,cust_cnt,rev
2011-04,20886,"BOX OF 9 PEBBLE CANDLES",old_user,2,11.7
2011-04,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",old_user,15,191.8
2011-04,20931,"BLUE POT PLANT CANDLE ",old_user,3,60
2011-04,20932,"PINK POT PLANT CANDLE",old_user,2,45
2011-04,20933,"YELLOW POT PLANT CANDLE",old_user,1,23.6
2011-04,20934,"SET/3 POT PLANT CANDLES",old_user,1,10.9
2011-04,20936,"FORKED CACTUS CANDLE",old_user,1,5.9
2011-04,20941,"FROG CANDLE",old_user,1,7.5
2011-04,20961,"STRAWBERRY BATH SPONGE ",old_user,3,27.5
2011-04,20963,"APPLE BATH SPONGE",old_user,4,50
2011-04,20967,"GREY FLORAL FELTCRAFT SHOULDER BAG",old_user,2,26.2
2011-04,20969,"RED FLORAL FELTCRAFT SHOULDER BAG",old_user,6,105
2011-04,20970,"PINK FLORAL FELTCRAFT SHOULDER BAG",old_user,4,78.8
2011-04,20971,"PINK BLUE FELT CRAFT TRINKET BOX",old_user,11,168.8
2011-04,20972,"PINK CREAM FELT CRAFT TRINKET BOX ",old_user,9,150
2011-04,20973,"12 PENCIL SMALL TUBE WOODLAND",old_user,6,122.2
2011-04,20974,"12 PENCILS SMALL TUBE SKULL",old_user,4,66.3
2011-04,20975,"12 PENCILS SMALL TUBE RED RETROSPOT",old_user,10,126.1
2011-04,20977,"36 PENCILS TUBE WOODLAND",old_user,6,103.8
2011-04,20978,"36 PENCILS TUBE SKULLS",old_user,6,103.8
2011-04,20979,"36 PENCILS TUBE RED RETROSPOT",old_user,4,80
2011-04,20981,"12 PENCILS TALL TUBE WOODLAND",old_user,8,91.8
2011-04,20982,"12 PENCILS TALL TUBE SKULLS",old_user,7,96.9
2011-04,20983,"12 PENCILS TALL TUBE RED RETROSPOT",old_user,8,89.2
2011-04,20985,"HEART CALCULATOR",old_user,1,6.2
2011-04,20992,"JAZZ HEARTS PURSE NOTEBOOK",old_user,1,20.4
2011-04,20996,"JAZZ HEARTS ADDRESS BOOK",old_user,1,3.4
2011-04,21030,"SPACE CADET RED",old_user,1,12.5
2011-04,21033,"JUMBO BAG CHARLIE AND LOLA TOYS",old_user,1,2.1
2011-04,21034,"REX CASH+CARRY JUMBO SHOPPER",old_user,20,36.1
2011-04,21035,"SET/2 RED RETROSPOT TEA TOWELS ",old_user,5,107.2
2011-04,21038,"SET/4 MODERN VINTAGE COTTON NAPKINS",old_user,2,2.4
2011-04,21041,"RED RETROSPOT OVEN GLOVE DOUBLE",old_user,4,26.6
2011-04,21042,"RED RETROSPOT APRON ",old_user,3,71.4
2011-04,21043,"APRON MODERN VINTAGE COTTON",old_user,3,56.6
2011-04,21058,"PARTY INVITES WOODLAND",old_user,1,1.7
2011-04,21062,"PARTY INVITES SPACEMAN",old_user,2,5.1
2011-04,21063,"PARTY INVITES JAZZ HEARTS",old_user,1,1.7
2011-04,21066,"VINTAGE RED MUG",old_user,1,3.8
2011-04,21067,"VINTAGE RED TEATIME MUG",old_user,3,12.5
2011-04,21068,"VINTAGE BILLBOARD LOVE/HATE MUG",old_user,3,32.5
2011-04,21078,"SET/20 STRAWBERRY PAPER NAPKINS ",old_user,5,28
2011-04,21080,"SET/20 RED RETROSPOT PAPER NAPKINS ",old_user,16,153
2011-04,21084,"SET/6 COLLAGE PAPER CUPS",old_user,1,4.6
2011-04,21086,"SET/6 RED SPOTTY PAPER CUPS",old_user,2,15.6
2011-04,21087,"SET/6 POSIES PAPER CUPS",old_user,1,2.3
2011-04,21088,"SET/6 FRUIT SALAD PAPER CUPS",old_user,3,7.2
2011-04,21090,"SET/6 COLLAGE PAPER PLATES",old_user,2,5.8
2011-04,21094,"SET/6 RED SPOTTY PAPER PLATES",old_user,3,23
2011-04,21096,"SET/6 FRUIT SALAD  PAPER PLATES",old_user,2,7
2011-04,21107,"CREAM SLICE FLANNEL PINK SPOT ",old_user,3,53.1
2011-04,21108,"FAIRY CAKE FLANNEL ASSORTED COLOUR",old_user,2,45.9
2011-04,21109,"LARGE CAKE TOWEL CHOCOLATE SPOTS",old_user,1,6.8
2011-04,21110,"LARGE CAKE TOWEL PINK SPOTS",old_user,2,27
2011-04,21114,"LAVENDER SCENTED FABRIC HEART",old_user,5,68.8
2011-04,21115,"ROSE CARAVAN DOORSTOP",old_user,4,47.2
2011-04,21116,"OWL DOORSTOP",old_user,2,29.7
2011-04,21117,"BLOND DOLL DOORSTOP",old_user,1,15
2011-04,21121,"SET/10 RED POLKADOT PARTY CANDLES",old_user,9,106.2
2011-04,21122,"SET/10 PINK POLKADOT PARTY CANDLES",old_user,13,197.5
2011-04,21123,"SET/10 IVORY POLKADOT PARTY CANDLES",old_user,2,31.2
2011-04,21124,"SET/10 BLUE POLKADOT PARTY CANDLES",old_user,10,187.5
2011-04,21129,"SILVER FISHING GNOME ",old_user,2,13.9
2011-04,21131,"GOLD STANDING GNOME",old_user,2,8.5
2011-04,21135,"VICTORIAN  METAL POSTCARD SPRING",old_user,8,199.4
2011-04,21136,"PAINTED METAL PEARS ASSORTED",old_user,12,349.8
2011-04,21137,"BLACK RECORD COVER FRAME",old_user,3,185.2
2011-04,21143,"ANTIQUE GLASS HEART DECORATION ",old_user,1,5.8
2011-04,21154,"RED RETROSPOT OVEN GLOVE ",old_user,3,50
2011-04,21155,"RED RETROSPOT PEG BAG",old_user,9,130
2011-04,21156,"RETROSPOT CHILDRENS APRON",old_user,7,109.2
2011-04,21157,"RED RETROSPOT WASHBAG",old_user,1,2.1
2011-04,21158,"MOODY GIRL DOOR HANGER ",old_user,2,16
2011-04,21159,"MOODY BOY  DOOR HANGER ",old_user,2,10.1
2011-04,21161,"KEEP OUT BOYS DOOR HANGER ",old_user,1,1.4
2011-04,21162,"TOXIC AREA  DOOR HANGER ",old_user,1,1.4
2011-04,21163,"DO NOT TOUCH MY STUFF DOOR HANGER ",old_user,1,1.4
2011-04,21164,"HOME SWEET HOME METAL SIGN ",old_user,2,20.7
2011-04,21165,"BEWARE OF THE CAT METAL SIGN ",old_user,3,43.9
2011-04,21166,"COOK WITH WINE METAL SIGN ",old_user,10,141.4
2011-04,21169,"YOU'RE CONFUSING ME METAL SIGN ",old_user,7,86.2
2011-04,21171,"BATHROOM METAL SIGN ",old_user,1,1.4
2011-04,21172,"PARTY METAL SIGN ",old_user,10,116
2011-04,21174,"POTTERING IN THE SHED METAL SIGN",old_user,5,101.9
2011-04,21175,"GIN + TONIC DIET METAL SIGN",old_user,12,262.6
2011-04,21179,"NO JUNK MAIL METAL SIGN",old_user,1,8.8
2011-04,21181,"PLEASE ONE PERSON METAL SIGN",old_user,16,291.9
2011-04,21187,"WHITE BELL HONEYCOMB PAPER GARLAND ",old_user,1,19.8
2011-04,21189,"WHITE HONEYCOMB PAPER GARLAND ",old_user,1,19.8
2011-04,21192,"WHITE BELL HONEYCOMB PAPER ",old_user,1,39.6
2011-04,21194,"PINK  HONEYCOMB PAPER FAN",old_user,1,4.2
2011-04,21195,"PINK  HONEYCOMB PAPER BALL ",old_user,1,4.2
2011-04,21198,"WHITE HEART CONFETTI IN TUBE",old_user,3,42.9
2011-04,21199,"PINK  HEART CONFETTI IN TUBE",old_user,3,47.8
2011-04,21201,"TROPICAL  HONEYCOMB PAPER GARLAND ",old_user,1,30.6
2011-04,21204,"DAISIES  HONEYCOMB GARLAND ",old_user,2,39.6
2011-04,21391,"FRENCH LAVENDER SCENT HEART",old_user,1,12.6
2011-04,21212,"PACK OF 72 RETROSPOT CAKE CASES",old_user,36,366.3
2011-04,21528,"DAIRY MAID TRADITIONAL TEAPOT ",old_user,4,48.7
2011-04,21394,"RED POLKADOT BEAKER ",old_user,3,30.4
2011-04,21530,"DAIRY MAID TOASTRACK",old_user,1,0.8
2011-04,21294,"ETCHED GLASS COASTER",old_user,3,74.9
2011-04,21531,"RED RETROSPOT SUGAR JAM BOWL",old_user,8,68.8
2011-04,21395,"BLUE POLKADOT BEAKER ",old_user,2,21.1
2011-04,21533,"RETROSPOT LARGE MILK JUG",old_user,10,143.6
2011-04,21243,"PINK  POLKADOT PLATE ",old_user,2,57.5
2011-04,21534,"DAIRY MAID LARGE MILK JUG",old_user,5,69.3
2011-04,21397,"BLUE POLKADOT EGG CUP ",old_user,2,10.1
2011-04,21535,"RED RETROSPOT SMALL MILK JUG",old_user,8,94.4
2011-04,21206,"STRAWBERRY HONEYCOMB  GARLAND ",old_user,1,19.8
2011-04,21537,"RED RETROSPOT PUDDING BOWL",old_user,1,17
2011-04,21398,"RED POLKADOT COFFEE  MUG",old_user,4,41
2011-04,21244,"BLUE POLKADOT PLATE ",old_user,4,82.8
2011-04,21544,"SKULLS  WATER TRANSFER TATTOOS ",old_user,2,11.9
2011-04,21399,"BLUE POLKADOT COFFEE MUG",old_user,4,81.9
2011-04,21400,"RED PUDDING SPOON",old_user,2,3.2
2011-04,21557,"SET OF 6 FUNKY BEAKERS",old_user,2,26.6
2011-04,21313,"GLASS HEART T-LIGHT HOLDER ",old_user,1,10.2
2011-04,21558,"SKULL LUNCH BOX WITH CUTLERY ",old_user,6,135.2
2011-04,21401,"BLUE PUDDING SPOON",old_user,2,0.5
2011-04,21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",old_user,13,153
2011-04,21213,"PACK OF 72 SKULL CAKE CASES",old_user,9,82.5
2011-04,21561,"DINOSAUR LUNCH BOX WITH CUTLERY",old_user,5,68.8
2011-04,21402,"RED  EGG  SPOON",old_user,1,0.4
2011-04,21314,"SMALL GLASS HEART TRINKET POT",old_user,11,142.8
2011-04,21563,"RED HEART SHAPE LOVE BUCKET ",old_user,4,38.4
2011-04,21403,"BLUE EGG  SPOON",old_user,3,3.8
2011-04,21564,"PINK  HEART SHAPE LOVE BUCKET ",old_user,2,17.7
2011-04,21245,"GREEN POLKADOT PLATE ",old_user,4,42.2
2011-04,21576,"LETS GO SHOPPING COTTON TOTE BAG",old_user,1,13.5
2011-04,21316,"SMALL CHUNKY GLASS ROMAN  BOWL",old_user,3,7.9
2011-04,21577,"SAVE THE PLANET COTTON TOTE BAG",old_user,3,29.2
2011-04,21411,"GINGHAM HEART  DOORSTOP RED",old_user,2,25.5
2011-04,21578,"WOODLAND DESIGN  COTTON TOTE BAG",old_user,4,42.8
2011-04,21210,"SET OF 72 RETROSPOT PAPER  DOILIES",old_user,1,17.4
2011-04,21579,"LOLITA  DESIGN  COTTON TOTE BAG",old_user,1,13.5
2011-04,21420,"OYSTER TRINKET BOX",old_user,1,3.2
2011-04,21581,"SKULLS  DESIGN  COTTON TOTE BAG",old_user,2,27
2011-04,21318,"GLASS CHALICE BLUE SMALL ",old_user,6,61.6
2011-04,21584,"RETROSPOT SMALL TUBE MATCHES",old_user,7,87.4
2011-04,21246,"RED RETROSPOT BIG BOWL",old_user,3,64.4
2011-04,21586,"KINGS CHOICE GIANT TUBE MATCHES",old_user,1,2.6
2011-04,21422,"PORCELAIN ROSE SMALL",old_user,2,20.4
2011-04,21588,"RETROSPOT GIANT TUBE MATCHES",old_user,1,30.6
2011-04,21319,"GLASS CHALICE GREEN  SMALL ",old_user,3,4.7
2011-04,21591,"COSY HOUR CIGAR BOX MATCHES ",old_user,4,10
2011-04,21424,"WOODLAND STORAGE BOX LARGE ",old_user,1,35.4
2011-04,21592,"RETROSPOT CIGAR BOX MATCHES ",old_user,2,2.5
2011-04,21248,"DOOR HANGER  MUM + DADS ROOM",old_user,1,1.4
2011-04,21609,"SET 12 LAVENDER  BOTANICAL T-LIGHTS",old_user,3,157.8
2011-04,21320,"GLASS CHALICE GREEN  LARGE ",old_user,3,7.9
2011-04,21613,"S/12 VANILLA  BOTANICAL T-LIGHTS",old_user,1,35.4
2011-04,21215,"IVORY PAPER CUP CAKE CASES ",old_user,1,1.1
2011-04,21249,"WOODLAND  HEIGHT CHART STICKERS ",old_user,2,35.4
2011-04,21428,"SET3 BOOK BOX GREEN GINGHAM FLOWER ",old_user,5,51
2011-04,21617,"4 LILY  BOTANICAL DINNER CANDLES",old_user,1,3.8
2011-04,21618,"4 WILDFLOWER BOTANICAL CANDLES",old_user,2,7.5
2011-04,21326,"AGED GLASS SILVER T-LIGHT HOLDER",old_user,4,157.2
2011-04,21430,"SET/3 RED GINGHAM ROSE STORAGE BOX",old_user,9,182.6
2011-04,21622,"VINTAGE UNION JACK CUSHION COVER",old_user,6,123.8
2011-04,21224,"SET/4 SKULL BADGES",old_user,2,25
2011-04,21623,"VINTAGE UNION JACK MEMOBOARD",old_user,7,129.4
2011-04,21439,"BASKET OF TOADSTOOLS",old_user,1,15
2011-04,21624,"VINTAGE UNION JACK DOORSTOP",old_user,3,47.6
2011-04,21250,"SET OF SKULL WALL STICKERS",old_user,1,11.8
2011-04,21625,"VINTAGE UNION JACK APRON",old_user,6,118.2
2011-04,21441,"BLUE BIRDHOUSE DECORATION",old_user,1,10.2
2011-04,21626,"VINTAGE UNION JACK PENNANT",old_user,5,48.8
2011-04,21328,"BALLOONS  WRITING SET ",old_user,1,19.8
2011-04,21207,"SKULL AND CROSSBONES  GARLAND ",old_user,1,3.3
2011-04,21629,"SQUARE FLOOR CUSHION VINTAGE RED",old_user,1,8
2011-04,21633,"SUNFLOWER DECORATIVE PARASOL",old_user,2,25.5
2011-04,21634,"ASSORTED MINI MADRAS NOTEBOOK",old_user,1,30
2011-04,21329,"DINOSAURS  WRITING SET ",old_user,2,21.4
2011-04,21446,"12 RED ROSE PEG PLACE SETTINGS",old_user,2,30
2011-04,21332,"MOROCCAN BEATEN METAL MIRROR",old_user,1,12.8
2011-04,21643,"ASSORTED TUTTI FRUTTI MIRROR",old_user,1,15
2011-04,21447,"12 IVORY ROSE PEG PLACE SETTINGS",old_user,2,16.2
2011-04,21333,"CLASSIC WHITE FRAME",old_user,1,11.8
2011-04,21448,"12 DAISY PEGS IN WOOD BOX",old_user,3,41.2
2011-04,21654,"RIDGED GLASS FINGER BOWL",old_user,3,44.5
2011-04,21253,"SET OF PICTURE FRAME  STICKERS",old_user,1,17.7
2011-04,21656,"RIDGED GLASS POSY VASE ",old_user,1,8.7
2011-04,21452,"TOADSTOOL MONEY BOX",old_user,2,14.8
2011-04,21658,"GLASS  BEURRE DISH",old_user,4,27.6
2011-04,21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",old_user,10,321.8
2011-04,21454,"PAINTED PINK RABBIT ",old_user,1,3.4
2011-04,21352,"EUCALYPTUS & PINECONE  WREATH",old_user,2,183.3
2011-04,21666,"RIDGED GLASS T-LIGHT HOLDER",old_user,1,3.9
2011-04,21354,"TOAST ITS - BEST MUM",old_user,1,15
2011-04,21668,"RED STRIPE CERAMIC DRAWER KNOB",old_user,7,86.2
2011-04,21231,"SWEETHEART CERAMIC TRINKET BOX",old_user,10,317.6
2011-04,21669,"BLUE STRIPE CERAMIC DRAWER KNOB",old_user,8,112.5
2011-04,21457,"2 PICTURE BOOK EGGS EASTER DUCKS",old_user,1,7.5
2011-04,21670,"BLUE SPOT CERAMIC DRAWER KNOB",old_user,7,85
2011-04,21257,"VICTORIAN SEWING BOX MEDIUM",old_user,3,39.8
2011-04,21671,"RED SPOT CERAMIC DRAWER KNOB",old_user,7,97.5
2011-04,21358,"TOAST ITS - HAPPY BIRTHDAY",old_user,2,30
2011-04,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",old_user,5,148.5
2011-04,21463,"MIRRORED DISCO BALL ",old_user,2,17.8
2011-04,21673,"WHITE SPOT BLUE CERAMIC DRAWER KNOB",old_user,7,92.5
2011-04,21232,"STRAWBERRY CERAMIC TRINKET BOX",old_user,14,368.9
2011-04,21675,"BUTTERFLIES STICKERS",old_user,2,15.3
2011-04,21464,"DISCO BALL ROTATOR BATTERY OPERATED",old_user,3,17
2011-04,21360,"JOY LARGE WOOD LETTERS",old_user,1,47.4
2011-04,21677,"HEARTS  STICKERS",old_user,1,10.2
2011-04,21465,"PINK FLOWER CROCHET FOOD COVER",old_user,3,18.8
2011-04,21259,"VICTORIAN SEWING BOX SMALL ",old_user,4,41.7
2011-04,21679,"SKULLS  STICKERS",old_user,1,5.1
2011-04,21466,"RED FLOWER CROCHET FOOD COVER",old_user,4,26.2
2011-04,21680,"WOODLAND  STICKERS",old_user,1,10.2
2011-04,21361,"LOVE LARGE WOOD LETTERS ",old_user,1,12.8
2011-04,21682,"LARGE MEDINA STAMPED METAL BOWL ",old_user,1,5
2011-04,21467,"CHERRY CROCHET FOOD COVER",old_user,3,26.2
2011-04,21683,"MEDIUM MEDINA STAMPED METAL BOWL ",old_user,1,5.9
2011-04,21211,"SET OF 72 SKULL PAPER  DOILIES",old_user,1,17.4
2011-04,21684,"SMALL MEDINA STAMPED METAL BOWL ",old_user,1,1.7
2011-04,21468,"BUTTERFLY CROCHET FOOD COVER",old_user,2,15
2011-04,21363,"HOME SMALL WOOD LETTERS",old_user,5,44.6
2011-04,21688,"SILVER PLATE CANDLE BOWL SMALL",old_user,2,35.4
2011-04,21469,"POLKA DOT RAFFIA FOOD COVER",old_user,5,63.8
2011-04,21689,"SILVER VANILLA  FLOWER CANDLE POT",old_user,2,30
2011-04,21260,"FIRST AID TIN",old_user,4,45.5
2011-04,21693,"SMALL HAMMERED SILVER CANDLEPOT ",old_user,2,88.5
2011-04,21470,"FLOWER VINE RAFFIA FOOD COVER",old_user,2,11.2
2011-04,21367,"MIRRORED WALL ART GENTS",old_user,1,2.6
2011-04,21695,"SMALL SILVER FLOWER CANDLE POT",old_user,2,53.1
2011-04,21471,"STRAWBERRY RAFFIA FOOD COVER",old_user,4,37.5
2011-04,21696,"SMALL SILVER TRELLIS CANDLEPOT",old_user,3,88.5
2011-04,21368,"MIRRORED WALL ART LADIES",old_user,1,2.6
2011-04,21700,"BIG DOUGHNUT FRIDGE MAGNETS",old_user,3,91.8
2011-04,21374,"MIRRORED WALL ART SKULLS",old_user,1,3.8
2011-04,21703,"BAG 125g SWIRLY MARBLES",old_user,6,65.5
2011-04,21205,"MULTICOLOUR 3D BALLS GARLAND",old_user,3,38.2
2011-04,21704,"BAG 250g SWIRLY MARBLES",old_user,4,92.6
2011-04,21476,"STEEL SWEETHEART ROUND TABLE CREAM",old_user,1,29.9
2011-04,21705,"BAG 500g SWIRLY MARBLES",old_user,1,39.6
2011-04,21706,"FOLDING UMBRELLA RED/WHITE POLKADOT",old_user,1,5
2011-04,21707,"FOLDING UMBRELLA BLACKBLUE POLKADOT",old_user,1,19.8
2011-04,21710,"FOLDING UMBRELLA PINKWHITE POLKADOT",old_user,1,5
2011-04,21238,"RED RETROSPOT CUP",old_user,4,40.8
2011-04,21713,"CITRONELLA CANDLE FLOWERPOT",old_user,6,58.8
2011-04,21479,"WHITE SKULL HOT WATER BOTTLE ",old_user,1,15
2011-04,21714,"CITRONELLA CANDLE GARDEN POT",old_user,10,118.8
2011-04,21217,"RED RETROSPOT ROUND CAKE TINS",old_user,6,139.3
2011-04,21715,"GIRLS VINTAGE TIN SEASIDE BUCKET",old_user,13,261
2011-04,21277,"FRENCH STYLE EMBOSSED HEART CABINET",old_user,1,22
2011-04,21716,"BOYS VINTAGE TIN SEASIDE BUCKET",old_user,9,227.8
2011-04,21484,"CHICK GREY HOT WATER BOTTLE",old_user,1,6.9
2011-04,21718,"RED METAL BEACH SPADE ",old_user,13,222.5
2011-04,21239,"PINK  POLKADOT CUP",old_user,3,35.7
2011-04,21719,"LOVELY BONBON STICKER SHEET",old_user,2,12.8
2011-04,21722,"SWEET PUDDING STICKER SHEET",old_user,1,3.4
2011-04,21723,"ALPHABET HEARTS STICKER SHEET",old_user,2,9.4
2011-04,21280,"VINTAGE KITCHEN PRINT VEGETABLES",old_user,1,15.3
2011-04,21724,"PANDA AND BUNNIES STICKER SHEET",old_user,1,4.2
2011-04,21494,"ROTATING LEAVES T-LIGHT HOLDER",old_user,1,15
2011-04,21725,"SWEETIES  STICKERS",old_user,2,16.2
2011-04,21380,"WOODEN HAPPY BIRTHDAY GARLAND",old_user,4,59
2011-04,21726,"MULTI HEARTS  STICKERS",old_user,1,6.8
2011-04,21495,"SKULLS AND CROSSBONES WRAP",old_user,2,21
2011-04,21730,"GLASS STAR FROSTED T-LIGHT HOLDER",old_user,6,84.2
2011-04,21209,"MULTICOLOUR HONEYCOMB FAN",old_user,1,3.3
2011-04,21731,"RED TOADSTOOL LED NIGHT LIGHT",old_user,7,115.5
2011-04,21497,"FANCY FONTS BIRTHDAY WRAP",old_user,7,73.5
2011-04,21733,"RED HANGING HEART T-LIGHT HOLDER",old_user,9,217.3
2011-04,21381,"MINI WOODEN HAPPY BIRTHDAY GARLAND",old_user,3,47.3
2011-04,21736,"GOLD SCROLL GLASS T-LIGHT HOLDER",old_user,1,7
2011-04,21498,"RED RETROSPOT WRAP ",old_user,6,63
2011-04,21281,"VINTAGE KITCHEN PRINT SEAFOOD",old_user,1,2.6
2011-04,21742,"LARGE ROUND WICKER PLATTER ",old_user,2,17.8
2011-04,21499,"BLUE POLKADOT WRAP",old_user,7,73.5
2011-04,21743,"STAR PORTABLE TABLE LIGHT ",old_user,1,5.9
2011-04,21382,"SET/4 SPRING FLOWER DECORATION",old_user,1,11.8
2011-04,21745,"GAOLERS KEYS DECORATIVE GARDEN ",old_user,3,33.8
2011-04,21500,"PINK POLKADOT WRAP ",old_user,6,63
2011-04,21746,"SMALL RED RETROSPOT WINDMILL",old_user,12,254.3
2011-04,21747,"SMALL SKULL WINDMILL",old_user,2,22.5
2011-04,21284,"RETROSPOT CANDLE  SMALL",old_user,1,20.3
2011-04,21749,"LARGE RED RETROSPOT WINDMILL",old_user,9,117.6
2011-04,21504,"SKULLS GREETING CARD",old_user,2,10.1
2011-04,21750,"LARGE SKULL WINDMILL",old_user,1,25.2
2011-04,21240,"BLUE POLKADOT CUP",old_user,4,41.6
2011-04,21754,"HOME BUILDING BLOCK WORD",old_user,13,321.3
2011-04,21506,"FANCY FONT BIRTHDAY CARD, ",old_user,6,30.2
2011-04,21755,"LOVE BUILDING BLOCK WORD",old_user,15,249.9
2011-04,21385,"IVORY HANGING DECORATION  HEART",old_user,11,145.3
2011-04,21756,"BATH BUILDING BLOCK WORD",old_user,6,142.8
2011-04,21507,"ELEPHANT, BIRTHDAY CARD, ",old_user,4,20.2
2011-04,21770,"OPEN CLOSED METAL SIGN",old_user,9,113.9
2011-04,21287,"SCENTED VELVET LOUNGE CANDLE ",old_user,1,15
2011-04,21773,"DECORATIVE ROSE BATHROOM BOTTLE",old_user,1,15
2011-04,21508,"VINTAGE KID DOLLY CARD ",old_user,5,30.2
2011-04,21774,"DECORATIVE CATS BATHROOM BOTTLE",old_user,2,30
2011-04,21386,"IVORY HANGING DECORATION  EGG",old_user,2,12.8
2011-04,21775,"DECORATIVE FLORE BATHROOM BOTTLE",old_user,1,15
2011-04,21509,"COWBOYS AND INDIANS BIRTHDAY CARD ",old_user,4,20.2
2011-04,21781,"MA CAMPAGNE CUTLERY BOX",old_user,2,44.8
2011-04,21218,"RED SPOTTY BISCUIT TIN",old_user,6,131.2
2011-04,21518,"BANK ACCOUNT  GREETING  CARD ",old_user,1,5
2011-04,21786,"POLKADOT RAIN HAT ",old_user,2,13
2011-04,21389,"IVORY HANGING DECORATION  BIRD",old_user,3,20.4
2011-04,21787,"RAIN PONCHO RETROSPOT",old_user,4,57.8
2011-04,21788,"KIDS RAIN MAC BLUE",old_user,1,2.6
2011-04,21789,"KIDS RAIN MAC PINK",old_user,1,4.2
2011-04,21519,"GIN & TONIC DIET GREETING CARD ",old_user,5,25.2
2011-04,21790,"VINTAGE SNAP CARDS",old_user,16,215
2011-04,21288,"STRIPEY CHOCOLATE NESTING BOXES",old_user,3,56
2011-04,21791,"VINTAGE HEADS AND TAILS CARD GAME ",old_user,13,198.8
2011-04,21520,"BOOZE & WOMEN GREETING CARD ",old_user,1,5
2011-04,21792,"CLASSIC FRENCH STYLE BASKET GREEN ",old_user,1,13.5
2011-04,21390,"FILIGRIS HEART WITH BUTTERFLY",old_user,4,105
2011-04,21793,"CLASSIC FRENCH STYLE BASKET BROWN",old_user,1,4
2011-04,21523,"DOORMAT FANCY FONT HOME SWEET HOME",old_user,6,111.3
2011-04,21794,"CLASSIC FRENCH STYLE BASKET NATURAL",old_user,1,20.2
2011-04,21242,"RED RETROSPOT PLATE ",old_user,4,81.1
2011-04,21812,"GARLAND WITH HEARTS AND BELLS",old_user,1,14.8
2011-04,21524,"DOORMAT SPOTTY HOME SWEET HOME",old_user,8,222.4
2011-04,21672,"WHITE SPOT RED CERAMIC DRAWER KNOB",old_user,3,45
2011-05,20682,"RED RETROSPOT CHILDRENS UMBRELLA",new_user,4,71.5
2011-05,21537,"RED RETROSPOT PUDDING BOWL",new_user,3,51
2011-05,20684,"STRAWBERRY DREAM CHILDS UMBRELLA",new_user,1,6.5
2011-05,21539,"RED RETROSPOT BUTTER DISH",new_user,21,428
2011-05,20685,"DOORMAT RED RETROSPOT",new_user,38,2822.4
2011-05,21544,"SKULLS  WATER TRANSFER TATTOOS ",new_user,4,36.6
2011-05,20686,"DOLLY MIXTURE CHILDREN'S UMBRELLA",new_user,2,13
2011-05,20697,"LITTLE GREEN MONSTER SOFT TOY",new_user,1,7.6
2011-05,20698,"LITTLE PINK MONSTER SOFT TOY",new_user,1,7.6
2011-05,21556,"CERAMIC STRAWBERRY MONEY BOX",new_user,5,115.2
2011-05,20702,"PINK PADDED MOBILE",new_user,2,38.2
2011-05,20704,"MR ROBOT SOFT TOY",new_user,1,13.9
2011-05,20705,"MRS ROBOT SOFT TOY",new_user,1,13.9
2011-05,20707,"CRAZY DAISY HEART DECORATION",new_user,1,10
2011-05,21557,"SET OF 6 FUNKY BEAKERS",new_user,4,79.7
2011-05,20711,"JUMBO BAG TOYS ",new_user,24,730.3
2011-05,21558,"SKULL LUNCH BOX WITH CUTLERY ",new_user,27,428.4
2011-05,20712,"JUMBO BAG WOODLAND ANIMALS",new_user,30,1379.6
2011-05,21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",new_user,37,1180.8
2011-05,20716,"PARTY FOOD SHOPPER BAG",new_user,4,11.2
2011-05,20717,"STRAWBERRY SHOPPER BAG",new_user,16,165
2011-05,21561,"DINOSAUR LUNCH BOX WITH CUTLERY",new_user,12,117.3
2011-05,20718,"RED RETROSPOT SHOPPER BAG",new_user,31,337.5
2011-05,21562,"HAWAIIAN GRASS SKIRT ",new_user,2,13.8
2011-05,20719,"WOODLAND CHARLOTTE BAG",new_user,26,560
2011-05,21563,"RED HEART SHAPE LOVE BUCKET ",new_user,7,247.4
2011-05,20723,"STRAWBERRY CHARLOTTE BAG",new_user,30,338
2011-05,21564,"PINK  HEART SHAPE LOVE BUCKET ",new_user,12,162.3
2011-05,20724,"RED RETROSPOT CHARLOTTE BAG",new_user,43,578.1
2011-05,21577,"SAVE THE PLANET COTTON TOTE BAG",new_user,8,63
2011-05,20725,"LUNCH BAG RED RETROSPOT",new_user,98,2855.4
2011-05,21578,"WOODLAND DESIGN  COTTON TOTE BAG",new_user,6,103.5
2011-05,20726,"LUNCH BAG WOODLAND",new_user,68,1508.9
2011-05,21584,"RETROSPOT SMALL TUBE MATCHES",new_user,4,74.2
2011-05,20727,"LUNCH BAG  BLACK SKULL.",new_user,72,1387.3
2011-05,21586,"KINGS CHOICE GIANT TUBE MATCHES",new_user,1,20.4
2011-05,20728,"LUNCH BAG CARS BLUE",new_user,74,1235.7
2011-05,21588,"RETROSPOT GIANT TUBE MATCHES",new_user,1,5.1
2011-05,20731,"POSY CANDY BAG",new_user,1,43.8
2011-05,20733,"GOLD MINI TAPE MEASURE ",new_user,1,4.2
2011-05,20735,"BLACK MINI TAPE MEASURE ",new_user,2,2.6
