ym,stockCode,description,cust_cnt,rev_total
2011-03,22441,"GROW YOUR OWN BASIL IN ENAMEL MUG",18,178.35999999999999
2011-03,21383,"PACK OF 12 STICKY BUNNIES",24,178.24000000000004
2011-03,21577,"SAVE THE PLANET COTTON TOTE BAG",15,178.20999999999998
2011-03,22777,"GLASS CLOCHE LARGE",7,177.39
2011-03,21109,"LARGE CAKE TOWEL CHOCOLATE SPOTS",6,175.07999999999998
2011-03,21749,"LARGE RED RETROSPOT WINDMILL",8,174.69
2011-03,22536,"MAGIC DRAWING SLATE PURDEY",9,174.6
2011-03,46000S,"POLYESTER FILLER PAD 40x40cm",13,174.00000000000006
2011-03,22176,"BLUE OWL SOFT TOY",14,173.83000000000004
2011-03,20978,"36 PENCILS TUBE SKULLS",17,173.67000000000002
2011-03,22437,"SET OF 9 BLACK SKULL BALLOONS",12,173.19
2011-03,22261,"FELT EGG COSY WHITE RABBIT ",22,173.04999999999995
2011-03,22644,"CERAMIC CHERRY CAKE MONEY BANK",10,172.79999999999998
2011-03,20970,"PINK FLORAL FELTCRAFT SHOULDER BAG",13,172.5
2011-03,22199,"FRYING PAN RED RETROSPOT",9,172.35999999999996
2011-03,22651,"GENTLEMAN SHIRT REPAIR KIT ",7,171.62999999999997
2011-03,21592,"RETROSPOT CIGAR BOX MATCHES ",9,171.39000000000001
2011-03,22904,"CALENDAR PAPER CUT DESIGN",14,171.1
2011-03,21439,"BASKET OF TOADSTOOLS",13,170.92999999999998
2011-03,22318,"FIVE HEART HANGING DECORATION",11,170.77
2011-03,37342,"POLKADOT COFFEE CUP & SAUCER PINK",9,170.66
2011-03,21187,"WHITE BELL HONEYCOMB PAPER GARLAND ",8,170.22
2011-03,22920,"HERB MARKER BASIL",18,169.66
2011-03,22136,"LOVE HEART SOCK HANGER",3,168.87
2011-03,20977,"36 PENCILS TUBE WOODLAND",14,168.75
2011-03,20967,"GREY FLORAL FELTCRAFT SHOULDER BAG",14,168.70999999999998
2011-03,85054,"FRENCH ENAMEL POT W LID",8,168.70999999999998
2011-03,47580,"TEA TIME DES TEA COSY",12,168.58
2011-03,21207,"SKULL AND CROSSBONES  GARLAND ",8,168.55999999999997
2011-03,22973,"CHILDREN'S CIRCUS PARADE MUG",12,168.29000000000002
2011-03,20973,"12 PENCIL SMALL TUBE WOODLAND",15,168.05
2011-03,85040A,"S/4 PINK FLOWER CANDLES IN BOWL",17,166.59
2011-03,21507,"ELEPHANT, BIRTHDAY CARD, ",17,166.32000000000005
2011-03,72349B,"SET/6 PURPLE BUTTERFLY T-LIGHTS",6,166.32
2011-03,22680,"FRENCH BLUE METAL DOOR SIGN 5",11,166.00000000000003
2011-03,22664,"TOY TIDY DOLLY GIRL DESIGN",10,165.92999999999998
2011-03,72351B,"SET/6 PINK  BUTTERFLY T-LIGHTS",11,165.83000000000004
2011-03,22853,"CAT BOWL VINTAGE CREAM",9,165.75
2011-03,35961,"FOLKART ZINC HEART CHRISTMAS DEC",14,165.62999999999994
2011-03,85061W,"WHITE JEWELLED HEART DECORATION",12,165.11999999999995
2011-03,85114A,"BLACK ENCHANTED FOREST PLACEMAT",5,164.42000000000002
2011-03,22653,"BUTTON BOX ",9,164.26
2011-03,21211,"SET OF 72 SKULL PAPER  DOILIES",7,163.76999999999998
2011-03,22223,"CAKE PLATE LOVEBIRD PINK",8,163.35000000000002
2011-03,22678,"FRENCH BLUE METAL DOOR SIGN 3",12,163.14
2011-03,21455,"PAINTED YELLOW WOODEN DAISY",12,162.27999999999997
2011-03,22349,"DOG BOWL CHASING BALL DESIGN",10,161.25
2011-03,85049C,"ROMANTIC PINKS RIBBONS ",22,161.13
2011-03,22203,"MILK PAN RED RETROSPOT",9,161.05
2011-03,47567B,"TEA TIME KITCHEN APRON",8,160.65
2011-03,22714,"CARD BIRTHDAY COWBOY",13,159.95
2011-03,21613,"S/12 VANILLA  BOTANICAL T-LIGHTS",10,159.08
2011-03,22442,"GROW YOUR OWN FLOWERS SET OF 3",12,159
2011-03,22129,"PARTY CONES CANDY TREE DECORATION",5,157.79999999999998
2011-03,22101,"MIRROR MOSAIC VOTIVE HOLDER",1,157.74
2011-03,21495,"SKULLS AND CROSSBONES WRAP",15,157.5
2011-03,35924,"HANGING FAIRY CAKE DECORATION",6,157.31
2011-03,22412,"METAL SIGN NEIGHBOURHOOD WITCH ",9,157.07999999999998
2011-03,22248,"DECORATION  PINK CHICK MAGIC GARDEN",19,156.61999999999995
2011-03,22231,"JIGSAW TREE WITH BIRDHOUSE",12,156.59999999999997
2011-03,20983,"12 PENCILS TALL TUBE RED RETROSPOT",13,156.4
2011-03,21688,"SILVER PLATE CANDLE BOWL SMALL",7,156.13
2011-03,37447,"CERAMIC CAKE DESIGN SPOTTED PLATE",9,155.95
2011-03,37501,"TEA TIME TEA SET IN GIFT BOX",4,155.21
2011-03,71038,"WHITE HANGING BEADS CANDLE HOLDER",7,155.2
2011-03,22713,"CARD I LOVE LONDON ",12,155.06
2011-03,22364,"GLASS JAR DIGESTIVE BISCUITS",10,154.94000000000005
2011-03,22272,"FELTCRAFT DOLL MARIA",6,154.84999999999997
2011-03,22786,"CUSHION COVER PINK UNION JACK",4,154.47
2011-03,84510a,"SET OF 4 ENGLISH ROSE COASTERS",11,154.32
2011-03,85049G,"CHOCOLATE BOX RIBBONS ",18,153.67000000000002
2011-03,21288,"STRIPEY CHOCOLATE NESTING BOXES",4,152.87
2011-03,22518,"CHILDS GARDEN BRUSH BLUE",11,152.14
2011-03,72807B,"SET/3 OCEAN SCENT CANDLE JEWEL BOX",8,151.95
2011-03,21703,"BAG 125g SWIRLY MARBLES",14,151.85000000000002
2011-03,21454,"PAINTED PINK RABBIT ",15,151.67999999999998
2011-03,35915C,"PEACH KNITTED HEN ",5,151.64999999999998
2011-03,22500,"SET OF 2 TINS JARDIN DE PROVENCE",11,151.17
2011-03,84796A,"PINK HAWAIIAN PICNIC HAMPER FOR 2",5,151.10999999999999
2011-03,22983,"CARD BILLBOARD FONT",29,151.08
2011-03,21982,"PACK OF 12 SUKI TISSUES ",22,150.30999999999997
2011-03,22266,"EASTER DECORATION HANGING BUNNY",20,150.05
2011-03,22109,"FULL ENGLISH BREAKFAST PLATE",5,149.64
2011-03,84050,"PINK HEART SHAPE EGG FRYING PAN",12,149.32999999999998
2011-03,22788,"BROCANTE COAT RACK",7,149.24999999999997
2011-03,22372,"AIRLINE BAG VINTAGE WORLD CHAMPION ",10,149.19
2011-03,22472,"TV DINNER TRAY DOLLY GIRL",8,148.98
2011-03,21464,"DISCO BALL ROTATOR BATTERY OPERATED",10,148.75
2011-03,21984,"PACK OF 12 PINK PAISLEY TISSUES ",11,148.56
2011-03,84929,"ASSTD FRUIT+FLOWERS FRIDGE MAGNETS",4,148.49999999999997
2011-03,21195,"PINK  HONEYCOMB PAPER BALL ",7,147.91
2011-03,18097C,"WHITE TALL PORCELAIN T-LIGHT HOLDER",8,147.89999999999998
2011-03,21445,"12 PINK ROSE PEG PLACE SETTINGS",6,147.5
2011-03,20802,"SMALL GLASS SUNDAE DISH CLEAR",6,147.26
2011-03,22704,"WRAP RED APPLES ",12,147
2011-03,22986,"GINGHAM ROSE WRAP",13,147
2011-03,22778,"GLASS CLOCHE SMALL",3,146.9
2011-03,84796B,"BLUE SAVANNAH PICNIC HAMPER FOR 2",4,146.01999999999995
2011-03,22268,"EASTER DECORATION SITTING BUNNY",23,145.91999999999996
2011-03,22119,"PEACE WOODEN BLOCK LETTERS",4,145.7
2011-03,84519A,"TOMATO CHARLIE+LOLA COASTER SET",4,145.22
2011-03,22374,"AIRLINE BAG VINTAGE JET SET RED",9,144.73000000000002
2011-03,72802B,"OCEAN SCENT CANDLE IN JEWELLED BOX",6,144.66
2011-03,21484,"CHICK GREY HOT WATER BOTTLE",4,144.61999999999998
2011-03,21395,"BLUE POLKADOT BEAKER ",10,144.44
2011-03,22445,"PENCIL CASE LIFE IS BEAUTIFUL",12,144.33000000000004
2011-03,22436,"12 COLOURED PARTY BALLOONS",12,144.25
2011-03,85132A,"CHARLIE + LOLA BISCUITS TINS",4,143.59999999999997
2011-03,84030E,"ENGLISH ROSE HOT WATER BOTTLE",7,143.23999999999998
2011-03,84789,"ENCHANTED BIRD PLANT CAGE",8,143.11
2011-03,22378,"WALL TIDY RETROSPOT ",6,142.38999999999996
2011-03,21899,"KEY FOB , GARAGE DESIGN",18,141.71000000000004
2011-03,22708,"WRAP DOLLY GIRL",8,141.5
2011-03,22669,"RED BABY BUNTING ",11,141.27
2011-03,21071,"VINTAGE BILLBOARD DRINK ME MUG",13,140.69
2011-03,84872A,"TEATIME FUNKY FLOWER BACKPACK FOR 2",1,140.26999999999995
2011-03,22639,"SET OF 4 NAPKIN CHARMS HEARTS",12,140.25
2011-03,22931,"BAKING MOULD HEART WHITE CHOCOLATE",13,140.10999999999999
2011-03,22539,"MINI JIGSAW DOLLY GIRL",7,140.05
2011-03,47585A,"PINK FAIRY CAKE CUSHION COVER",7,139.92000000000002
2011-03,21470,"FLOWER VINE RAFFIA FOOD COVER",11,138.75
2011-03,21770,"OPEN CLOSED METAL SIGN",12,138.60000000000002
2011-03,22521,"CHILDS GARDEN TROWEL PINK",23,138.2
2011-03,22923,"FRIDGE MAGNETS LES ENFANTS ASSORTED",9,137.7
2011-03,22229,"BUNNY WOODEN PAINTED WITH FLOWER ",15,137.57
2011-03,22537,"MAGIC DRAWING SLATE DINOSAUR",11,137.56
2011-03,22520,"CHILDS GARDEN TROWEL BLUE ",22,137.49
2011-03,22856,"ASSORTED EASTER DECORATIONS  BELLS",6,137.37
2011-03,22250,"DECORATION  BUTTERFLY  MAGIC GARDEN",16,137.06999999999994
2011-03,22052,"VINTAGE CARAVAN GIFT WRAP",10,136.5
2011-03,22711,"WRAP CIRCUS PARADE",11,136.5
2011-03,16161U,"WRAP SUKI AND FRIENDS",12,136.5
2011-03,21115,"ROSE CARAVAN DOORSTOP",9,136.26
2011-03,21123,"SET/10 IVORY POLKADOT PARTY CANDLES",6,136.17000000000002
2011-03,21609,"SET 12 LAVENDER  BOTANICAL T-LIGHTS",12,135.59000000000003
2011-03,21012,"ANTIQUE ALL GLASS CANDLESTICK",1,135.29999999999998
2011-03,22335,"HEART DECORATION PAINTED ZINC ",11,135.15
2011-03,21985,"PACK OF 12 HEARTS DESIGN TISSUES ",26,135.07999999999996
2011-03,22976,"CIRCUS PARADE CHILDRENS EGG CUP ",12,134.95999999999998
2011-03,22200,"FRYING PAN PINK POLKADOT",7,134.73999999999998
2011-03,21544,"SKULLS  WATER TRANSFER TATTOOS ",11,134.3
2011-03,22264,"FELT FARM ANIMAL WHITE BUNNY ",13,134.1
2011-03,22519,"CHILDS GARDEN BRUSH PINK",11,133.52
2011-03,20886,"BOX OF 9 PEBBLE CANDLES",8,133.51999999999998
2011-03,85159A,"BLACK TEA,COFFEE,SUGAR JARS",10,132.6
2011-03,20985,"HEART CALCULATOR",6,132.21
2011-03,22133,"PINK LOVE HEART SHAPE CUP",10,132.17999999999998
2011-03,85188A,"GREEN METAL SWINGING BUNNY",16,130.76000000000002
2011-03,21209,"MULTICOLOUR HONEYCOMB FAN",5,130.57
2011-03,20658,"RED RETROSPOT LUGGAGE TAG",11,130.45
2011-03,21980,"PACK OF 12 RED RETROSPOT TISSUES ",18,130.38999999999996
2011-03,22267,"EASTER DECORATION EGG BUNNY ",18,129.92000000000002
2011-03,22806,"SET OF 6 T-LIGHTS WEDDING CAKE ",9,129.69000000000003
2011-03,21695,"SMALL SILVER FLOWER CANDLE POT",5,129.69000000000003
2011-03,22760,"TRAY, BREAKFAST IN BED",6,129.45
2011-03,85127,"SMALL SQUARE CUT GLASS CANDLESTICK",4,129.18
2011-03,20665,"RED RETROSPOT PURSE ",9,129.14000000000004
2011-03,85049F,"BABY BOOM RIBBONS ",19,128.70999999999998
2011-03,21448,"12 DAISY PEGS IN WOOD BOX",13,128.69
2011-03,21407,"BROWN CHECK CAT DOORSTOP ",8,128
2011-03,22509,"SEWING BOX RETROSPOT DESIGN ",5,127.6
2011-03,22278,"OVERNIGHT BAG VINTAGE ROSE PAISLEY",3,127.31
2011-03,22414,"DOORMAT NEIGHBOURHOOD WITCH ",8,127.09
2011-03,21204,"DAISIES  HONEYCOMB GARLAND ",7,127.02999999999999
2011-03,84968A,"SET OF 16 VINTAGE ROSE CUTLERY",3,126.96000000000001
2011-03,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",4,126.53
2011-03,21034,"REX CASH+CARRY JUMBO SHOPPER",50,126.35000000000014
2011-03,21564,"PINK  HEART SHAPE LOVE BUCKET ",9,126.30000000000003
2011-03,22710,"WRAP I LOVE LONDON ",9,126
2011-03,23006,"TRAVEL CARD WALLET FLOWER MEADOW",19,125.9
2011-03,21875,"KINGS CHOICE MUG",10,125.33
2011-03,22030,"SWALLOWS GREETING CARD",23,125.11000000000006
2011-03,22823,"CHEST NATURAL WOOD 20 DRAWERS",1,125
2011-03,22289,"HANGING METAL CHICKEN DECORATION",11,124.92
2011-03,22564,"ALPHABET STENCIL CRAFT",11,124.92
2011-03,22660,"DOORMAT I LOVE LONDON",7,124.83000000000003
2011-03,22466,"FAIRY TALE COTTAGE NIGHTLIGHT",8,124.80000000000001
2011-03,84580,"MOUSE TOY WITH PINK T-SHIRT",8,124.50999999999999
2011-03,20735,"BLACK MINI TAPE MEASURE ",3,124.42999999999996
2011-03,47469,"ASSORTED SHAPES PHOTO CLIP SILVER ",2,124.21
2011-03,22222,"CAKE PLATE LOVEBIRD WHITE",11,123.93
2011-03,21933,"PINK VINTAGE PAISLEY PICNIC BAG",12,123.90000000000002
2011-03,22611,"VINTAGE UNION JACK SHOPPING BAG",8,123.87
2011-03,47367B,"PAIR PADDED HANGERS PINK CHECK",3,123.83000000000003
2011-03,21788,"KIDS RAIN MAC BLUE",3,123.78
2011-03,21215,"IVORY PAPER CUP CAKE CASES ",9,123.75
2011-03,21992,"VINTAGE PAISLEY STATIONERY SET",5,123.47000000000001
2011-03,22650,"CERAMIC PIRATE CHEST MONEY BANK",12,122.63
2011-03,22398,"MAGNETS PACK OF 4 SWALLOWS",13,122.46000000000001
2011-03,22685,"FRENCH BLUE METAL DOOR SIGN 0",8,122.17
2011-03,35095B,"RED VICTORIAN FABRIC OVAL BOX",5,122.00999999999998
2011-03,22679,"FRENCH BLUE METAL DOOR SIGN 4",9,121.97999999999999
2011-03,22681,"FRENCH BLUE METAL DOOR SIGN 6",7,121.50999999999998
2011-03,22438,"BALLOON ART MAKE YOUR OWN FLOWERS",6,120.9
2011-03,22540,"MINI JIGSAW CIRCUS PARADE ",6,120.82999999999998
2011-03,35241,"ENAMEL BLUE RIM BISCUIT BIN",9,120.53
2011-03,22046,"TEA PARTY  WRAPPING PAPER ",6,120.5
2011-03,22861,"EASTER TIN CHICKS IN GARDEN",11,120.41
2011-03,85049E,"SCANDINAVIAN REDS RIBBONS",15,120.22000000000001
2011-03,84919,"BLUE CUSHION COVER WITH FLOWER",5,120.04
2011-03,22913,"RED COAT RACK PARIS FASHION",8,119.75000000000003
2011-03,21917,"SET 12 KIDS  WHITE CHALK STICKS",15,119.69
2011-03,22615,"PACK OF 12 CIRCUS PARADE TISSUES ",5,119.56
2011-03,22265,"EASTER DECORATION NATURAL CHICK",14,119.39999999999999
2011-03,22377,"BOTTLE BAG RETROSPOT ",10,119.20999999999997
2011-03,22194,"BLACK DINER WALL CLOCK",8,119
2011-03,21682,"LARGE MEDINA STAMPED METAL BOWL ",6,118.8
2011-03,22683,"FRENCH BLUE METAL DOOR SIGN 8",9,118.48
2011-03,22254,"FELT TOADSTOOL LARGE",8,118.42999999999999
2011-03,84659A,"WHITE TRAVEL ALARM CLOCK",2,118.05
2011-03,22132,"RED LOVE HEART SHAPE CUP",8,117.79999999999997
2011-03,22269,"EGG CUP NATURAL CHICKEN",16,117.46
2011-03,21627,"ELEPHANT CARNIVAL POUFFE",3,117.41000000000001
2011-03,22362,"GLASS JAR PEACOCK BATH SALTS",10,117.23000000000006
2011-03,22948,"METAL DECORATION NAUGHTY CHILDREN ",8,117.13
2011-03,22995,"TRAVEL CARD WALLET SUKI",22,117.07
2011-03,21458,"2 PICTURE BOOK EGGS EASTER BUNNY",10,117.05999999999997
2011-03,21055,"TOOL BOX SOFT TOY ",4,116.80999999999999
2011-03,48189,"DOORMAT FRIENDSHIP ",1,116.41
2011-03,22682,"FRENCH BLUE METAL DOOR SIGN 7",10,115.83999999999999
2011-03,21508,"VINTAGE KID DOLLY CARD ",12,115.58000000000001
2011-03,84913A,"SOFT PINK ROSE TOWEL ",3,115.02000000000001
2011-03,22999,"TRAVEL CARD WALLET RETRO PETALS",19,115.01000000000003
2011-03,21892,"TRADITIONAL WOODEN CATCH CUP GAME ",10,114.96
2011-03,22837,"HOT WATER BOTTLE BABUSHKA ",4,114.89
2011-03,84968F,"SET OF 16 VINTAGE SKY BLUE CUTLERY",2,114.75
2011-03,22530,"MAGIC DRAWING SLATE DOLLY GIRL ",9,114.23
2011-03,22439,"6 ROCKET BALLOONS ",13,113.75
2011-03,20998,"ROSE DU SUD OVEN GLOVE",9,113.03000000000002
2011-03,84631,"FRUIT TREE AND BIRDS WALL PLAQUE",2,112.88
2011-03,84880,"WHITE WIRE EGG HOLDER",4,112.5
2011-03,21913,"VINTAGE SEASIDE JIGSAW PUZZLES",9,112.46000000000001
2011-03,47481,"50CM METAL STRING WITH  7 CLIPS",3,112.28
2011-03,21584,"RETROSPOT SMALL TUBE MATCHES",7,112.2
2011-03,21894,"POTTING SHED SEED ENVELOPES",7,111.9
2011-03,22565,"FELTCRAFT HAIRBANDS PINK AND WHITE ",11,111.78999999999999
2011-03,21519,"GIN & TONIC DIET GREETING CARD ",16,111.54000000000003
2011-03,21179,"NO JUNK MAIL METAL SIGN",12,110.75999999999999
2011-03,21832,"CHOCOLATE CALCULATOR",10,110.50999999999998
2011-03,21191,"LARGE WHITE HONEYCOMB PAPER BELL  ",4,110.44999999999999
2011-03,21277,"FRENCH STYLE EMBOSSED HEART CABINET",4,109.75
2011-03,22035,"VINTAGE CARAVAN GREETING CARD ",12,109.71
2011-03,16237,"SLEEPING CAT ERASERS",16,109.64999999999999
2011-03,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",10,109.6
2011-03,35095A,"BLUE VICTORIAN FABRIC OVAL BOX",3,109.41
2011-03,21578,"WOODLAND DESIGN  COTTON TOTE BAG",8,109.38
2011-03,21900,"KEY FOB , SHED",15,109.23
2011-03,21993,"FLORAL FOLK STATIONERY SET",8,109.19
2011-03,40001,"WHITE BAMBOO RIBS LAMPSHADE",4,108.94999999999999
2011-03,22550,"HOLIDAY FUN LUDO",9,108.75
2011-03,21793,"CLASSIC FRENCH STYLE BASKET BROWN",2,108.7
2011-03,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",4,108.28999999999999
2011-03,85186C,"BUNNY EGG GARLAND",15,107.56
2011-03,84596F,"SMALL MARSHMALLOWS PINK BOWL",19,107.41999999999996
2011-03,84279P,"CHERRY BLOSSOM  DECORATIVE FLASK",9,107.36999999999998
2011-03,22110,"BIRD HOUSE HOT WATER BOTTLE",4,107.36999999999998
2011-03,22684,"FRENCH BLUE METAL DOOR SIGN 9",8,106.57999999999998
2011-03,22246,"MAGIC GARDEN FELT GARLAND ",8,106.44999999999999
2011-03,85185B,"PINK HORSE SOCK PUPPET",6,105.98000000000002
2011-03,21563,"RED HEART SHAPE LOVE BUCKET ",9,105.76
2011-03,79190B,"RETRO PLASTIC POLKA TRAY",4,105.60000000000001
2011-03,85114C,"RED ENCHANTED FOREST PLACEMAT",4,105.34000000000002
2011-03,21787,"RAIN PONCHO RETROSPOT",5,105.25999999999999
2011-03,23233,"WRAP POPPIES  DESIGN",10,105
2011-03,21391,"FRENCH LAVENDER SCENT HEART",7,104.93
2011-03,21456,"2 PICTURE BOOK EGGS EASTER CHICKS",10,104.79999999999998
2011-03,21556,"CERAMIC STRAWBERRY MONEY BOX",4,104.54999999999998
2011-03,21208,"PASTEL COLOUR HONEYCOMB FAN",4,104.16999999999999
2011-03,22912,"YELLOW COAT RACK PARIS FASHION",11,103.95000000000002
2011-03,22559,"SEASIDE FLYING DISC",6,103.33999999999999
2011-03,20831,"GOLD PHOTO FRAME",1,103.25
2011-03,35809A,"ENAMEL PINK TEA CONTAINER",7,102.85
2011-03,21901,"KEY FOB , BACK DOOR ",19,102.71000000000001
2011-03,22166,"WALL MIRROR RECTANGLE DIAMANTE PINK",2,102.69
2011-03,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",1,102
2011-03,21588,"RETROSPOT GIANT TUBE MATCHES",8,101.99999999999999
2011-03,37482P,"CUBIC MUG PINK POLKADOT",20,101.40000000000003
2011-03,85038,"6 CHOCOLATE LOVE HEART T-LIGHTS",9,101.25000000000001
2011-03,22785,"SQUARECUSHION COVER PINK UNION FLAG",5,101.25
2011-03,21466,"RED FLOWER CROCHET FOOD COVER",8,101.25
2011-03,84596B,"SMALL DOLLY MIX DESIGN ORANGE BOWL",20,100.94
2011-03,22716,"CARD CIRCUS PARADE",18,100.74000000000002
2011-03,21557,"SET OF 6 FUNKY BEAKERS",6,100.55
2011-03,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",8,100.19000000000001
2011-03,22317,"FIVE CATS HANGING DECORATION",8,100.08000000000001
2011-03,22074,"6 RIBBONS SHIMMERING PINKS ",5,99.61999999999999
2011-03,22897,"OVEN MITT APPLES DESIGN",12,99.55000000000001
2011-03,21245,"GREEN POLKADOT PLATE ",9,99.44
2011-03,85131A,"BEADED PEARL HEART WHITE ON STICK",4,99.37999999999998
2011-03,21730,"GLASS STAR FROSTED T-LIGHT HOLDER",7,99.06000000000002
2011-03,22906,"12 MESSAGE CARDS WITH ENVELOPES",7,99
2011-03,10135,"COLOURING PENCILS BROWN TUBE",9,98.91
2011-03,22111,"SCOTTIE DOG HOT WATER BOTTLE",6,98.56
2011-03,10125,"MINI FUNKY DESIGN TAPES",10,98.46
2011-03,22494,"EMERGENCY FIRST AID TIN ",10,98.38999999999999
2011-03,22675,"FRENCH KITCHEN SIGN BLUE METAL",10,98.38999999999999
2011-03,21873,"IF YOU CAN'T STAND THE HEAT MUG",5,98.36000000000001
2011-03,20702,,6,97.75
2011-03,22586,"FELTCRAFT HAIRBAND PINK AND BLUE",13,97.68
2011-03,15058B,,3,97.62
2011-03,22071,"SMALL WHITE RETROSPOT MUG IN BOX ",6,97.5
2011-03,22546,"MINI JIGSAW PURDEY",3,97.30999999999999
2011-03,20982,"12 PENCILS TALL TUBE SKULLS",10,96.89999999999999
2011-03,22497,"SET OF 2 TINS VINTAGE BATHROOM ",5,96.48999999999998
2011-03,22674,"FRENCH TOILET SIGN BLUE METAL",9,96.37
2011-03,22928,"YELLOW GIANT GARDEN THERMOMETER",6,96.32000000000001
2011-03,22534,"MAGIC DRAWING SLATE SPACEBOY ",13,96.1
2011-03,21718,"RED METAL BEACH SPADE ",13,95.97
2011-03,35912B,"WHITE/PINK CHICK DECORATION",7,95.79
2011-03,21504,,13,95.76000000000003
2011-03,46775D,"SUNSET COLOUR CHUNKY KNITTED THROW",4,95.53999999999999
2011-03,84916,"HAND TOWEL PALE BLUE W FLOWERS",4,95.2
2011-03,79302M,"ART LIGHTS,FUNK MONKEY",5,95.03000000000002
2011-03,84596E,"SMALL LICORICE DES PINK BOWL",21,94.72999999999999
2011-03,22985,"WRAP, BILLBOARD FONTS DESIGN",9,94.5
2011-03,84849B,"FAIRY SOAP SOAP HOLDER",10,94.46000000000001
2011-03,85205B,"PINK FELT EASTER RABBIT GARLAND",7,94.35
2011-03,21693,"SMALL HAMMERED SILVER CANDLEPOT ",5,94.29
2011-03,21462,"NURSERY A,B,C PAINTED LETTERS",8,94.28999999999999
2011-03,21249,"WOODLAND  HEIGHT CHART STICKERS ",8,94.18
2011-03,22686,"FRENCH BLUE METAL DOOR SIGN No",2,94.14999999999998
2011-03,22341,"LOVE GARLAND PAINTED ZINC ",7,94.01999999999998
2011-03,84536A,"ENGLISH ROSE NOTEBOOK A7 SIZE",15,93.87999999999998
2011-03,22817,"CARD SUKI BIRTHDAY",14,93.86999999999999
2011-03,79191C,"RETRO PLASTIC ELEPHANT TRAY",3,93.27
2011-03,85103,"SILVER T-LIGHT SETTING",2,93.23999999999998
2011-03,21656,"RIDGED GLASS POSY VASE ",6,92.85
2011-03,22997,"TRAVEL CARD WALLET UNION JACK",15,92.78
2011-03,11001,"ASSTD DESIGN RACING CAR PEN",4,92.67999999999999
2011-03,21643,"ASSORTED TUTTI FRUTTI MIRROR",4,92.22000000000001
2011-03,21640,"ASSORTED TUTTI FRUTTI  FOB NOTEBOOK",4,91.53999999999999
2011-03,22583,"PACK OF 6 HANDBAG GIFT BOXES",7,91.51999999999998
2011-03,22604,"SET OF 4 NAPKIN CHARMS CUTLERY",8,91.38
2011-03,20674,"GREEN POLKADOT BOWL",10,90.89
2011-03,85174,"S/4 CACTI CANDLES",6,90.88000000000001
2011-03,21106,"CREAM SLICE FLANNEL CHOCOLATE SPOT ",3,90.59
2011-03,84637,"KITCHEN FLOWER POTS WALL PLAQUE",3,90.25999999999998
2011-03,21246,"RED RETROSPOT BIG BOWL",4,89.95
2011-03,22504,"CABIN BAG VINTAGE RETROSPOT",3,89.85
2011-03,84795B,"SUNSET CHECK HAMMOCK",4,89.64000000000001
2011-03,22715,"CARD WEDDING DAY",9,89.61000000000001
2011-03,35914,"PINK CHICK EGG WARMER + EGG CUP",5,89.48
2011-03,21706,"FOLDING UMBRELLA RED/WHITE POLKADOT",5,89.22
2011-03,22984,"CARD GINGHAM ROSE ",15,89
2011-03,21328,"BALLOONS  WRITING SET ",11,88.98000000000002
2011-03,85015,"SET OF 12  VINTAGE POSTCARD SET",7,88.97999999999998
2011-03,22375,"AIRLINE BAG VINTAGE JET SET BROWN",9,88.82999999999998
2011-03,15058A,"BLUE POLKADOT GARDEN PARASOL",3,88.56
2011-03,22831,"WHITE BROCANTE SOAP DISH",7,88.50000000000001
2011-03,22994,"TRAVEL CARD WALLET RETROSPOT",13,88.48
2011-03,37340,"MULTICOLOUR SPRING FLOWER MUG",5,88.44999999999999
2011-03,15058C,"ICE CREAM DESIGN GARDEN PARASOL",4,88.31
2011-03,22911,"PAPER CHAIN KIT LONDON",6,88.28
2011-03,22541,"MINI JIGSAW LEAP FROG",2,88.05999999999999
2011-03,21002,"ROSE DU SUD DRAWSTRING BAG",3,88.01
2011-03,22783,"SET 3 WICKER OVAL BASKETS W LIDS",2,87.75
2011-03,20716,"PARTY FOOD SHOPPER BAG",10,87.42
2011-03,21200,"MULTICOLOUR HONEYCOMB PAPER GARLAND",6,87.39999999999999
2011-03,84581,"DOG TOY WITH PINK CROCHET SKIRT",6,86.63
2011-03,82567,"AIRLINE LOUNGE,METAL SIGN",10,86.51000000000003
2011-03,85132C,"CHARLIE AND LOLA FIGURES TINS",4,86.40999999999997
2011-03,22718,"CARD CAT AND TREE ",12,86.28
2011-03,22902,"TOTE BAG I LOVE LONDON",5,85.96000000000001
2011-03,21318,"GLASS CHALICE BLUE SMALL ",8,85.74999999999999
2011-03,DCGSSGIRL,"GIRLS PARTY BAG",1,85.54
2011-03,15060B,"FAIRY CAKE DESIGN UMBRELLA",6,84.87
2011-03,22376,"AIRLINE BAG VINTAGE JET SET WHITE",8,84.78999999999999
2011-03,21972,"SET OF 36 DINOSAUR PAPER DOILIES",7,84.66999999999999
2011-03,22614,"PACK OF 12 SPACEBOY TISSUES",16,84.63999999999997
2011-03,72807A,"SET/3 ROSE CANDLE IN JEWELLED BOX",6,84.57999999999998
2011-03,22047,"EMPIRE GIFT WRAP",7,84
